IDX,Norman_SusDat_ID,DTXSID,dtxcid,cas_number,Name,inchi,inchiKey
408,NS00000430,DTXSID90218051,DTXCID10140542,678-41-1,"Bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) hydrogen phosphate","InChI=1S/C20H9F34O4P/c21-5(22,7(25,26)9(29,30)11(33,34)13(37,38)15(41,42)17(45,46)19(49,50)51)1-3-57-59(55,56)58-4-2-6(23,24)8(27,28)10(31,32)12(35,36)14(39,40)16(43,44)18(47,48)20(52,53)54/h1-4H2,(H,55,56)",AFWOYEYXUDHGHF-UHFFFAOYSA-N
409,NS00000431,DTXSID90558000,DTXCID00200745,57678-01-0,6:2 Fluorotelomer phosphate monoester,"InChI=1S/C8H6F13O4P/c9-3(10,1-2-25-26(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2,(H2,22,23,24)",FZTRDYSPWWJCOF-UHFFFAOYSA-N
410,NS00000432,DTXSID60874027,DTXCID501012166,57678-03-2,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl dihydrogen phosphate","InChI=1S/C10H6F17O4P/c11-3(12,1-2-31-32(28,29)30)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h1-2H2,(H2,28,29,30)",MIABSAQIFYEDJP-UHFFFAOYSA-N
411,NS00000433,DTXSID4032372,DTXCID2012372,119446-68-3,Difenoconazole,"InChI=1/C19H17Cl2N3O3/c1-13-9-25-19(27-13,10-24-12-22-11-23-24)17-7-6-16(8-18(17)21)26-15-4-2-14(20)3-5-15/h2-8,11-13H,9-10H2,1H3",BQYJATMQXGBDHF-UHFFFAOYSA-N
412,NS00000434,DTXSID3032628,DTXCID1012628,161050-58-4,Methoxyfenozide,"InChI=1S/C22H28N2O3/c1-14-11-15(2)13-17(12-14)21(26)24(22(4,5)6)23-20(25)18-9-8-10-19(27-7)16(18)3/h8-13H,1-7H3,(H,23,25)",QCAWEPFNJXQPAN-UHFFFAOYSA-N
413,NS00000435,DTXSID0047662,DTXCID8027662,140923-17-7,Iprovalicarb,"InChI=1S/C18H28N2O3/c1-11(2)16(20-18(22)23-12(3)4)17(21)19-14(6)15-9-7-13(5)8-10-15/h7-12,14,16H,1-6H3,(H,19,21)(H,20,22)/t14?,16-/m0/s1",NWUWYYSKZYIQAE-WMCAAGNKSA-N
414,NS00000436,DTXSID3032626,DTXCID1012626,2032-65-7,Methiocarb,"InChI=1S/C11H15NO2S/c1-7-5-9(14-11(13)12-3)6-8(2)10(7)15-4/h5-6H,1-4H3,(H,12,13)",YFBPRJGDJKVWAH-UHFFFAOYSA-N
415,NS00000437,DTXSID6034392,DTXCID4014392,188425-85-6,Boscalid,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",WYEMLYFITZORAB-UHFFFAOYSA-N
416,NS00000438,DTXSID3034664,DTXCID1014664,114311-32-9,Imazamox,"InChI=1/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)",NUPJIGQFXCQJBK-UHFFFAOYSA-N
417,NS00000439,DTXSID7032393,DTXCID5012393,72490-01-8,Fenoxycarb,"InChI=1S/C17H19NO4/c1-2-20-17(19)18-12-13-21-14-8-10-16(11-9-14)22-15-6-4-3-5-7-15/h3-11H,2,12-13H2,1H3,(H,18,19)",HJUFTIJOISQSKQ-UHFFFAOYSA-N
418,NS00000440,DTXSID8034611,DTXCID6014611,158062-67-0,Flonicamid,"InChI=1S/C9H6F3N3O/c10-9(11,12)7-1-3-14-5-6(7)8(16)15-4-2-13/h1,3,5H,4H2,(H,15,16)",RLQJEEJISHYWON-UHFFFAOYSA-N
419,NS00000441,DTXSID1040295,DTXCID9020295,24579-73-5,Propamocarb,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",WZZLDXDUQPOXNW-UHFFFAOYSA-N
420,NS00000442,DTXSID0032497,DTXCID8012497,55335-06-3,Triclopyr,"InChI=1S/C7H4Cl3NO3/c8-3-1-4(9)7(11-6(3)10)14-2-5(12)13/h1H,2H2,(H,12,13)",REEQLXCGVXDJSQ-UHFFFAOYSA-N
421,NS00000443,DTXSID2032637,DTXCID0012637,123312-89-0,Pymetrozine,"InChI=1S/C10H11N5O/c1-8-7-15(10(16)14-13-8)12-6-9-3-2-4-11-5-9/h2-6H,7H2,1H3,(H,14,16)/b12-6+",QHMTXANCGGJZRX-WUXMJOGZSA-N
422,NS00000444,DTXSID9042093,DTXCID7022093,01/08/2164,Lenacil,"InChI=1S/C13H18N2O2/c16-12-10-7-4-8-11(10)14-13(17)15(12)9-5-2-1-3-6-9/h9H,1-8H2,(H,14,17)",ZTMKADLOSYKWCA-UHFFFAOYSA-N
423,NS00000445,DTXSID4020458,DTXCID80458,2921-88-2,Chlorpyrifos,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",SBPBAQFWLVIOKP-UHFFFAOYSA-N
424,NS00000446,DTXSID6032352,DTXCID4012352,5598-13-0,Chlorpyrifos-methyl,"InChI=1S/C7H7Cl3NO3PS/c1-12-15(16,13-2)14-7-5(9)3-4(8)6(10)11-7/h3H,1-2H3",HRBKVYFZANMGRE-UHFFFAOYSA-N
425,NS00000447,DTXSID8042139,DTXCID6022139,01/10/2635,Methiocarb sulfoxide,"InChI=1/C11H15NO3S/c1-7-5-9(15-11(13)12-3)6-8(2)10(7)16(4)14/h5-6H,1-4H3,(H,12,13)",FNCMBMZOZQAWJA-UHFFFAOYSA-N
426,NS00000448,DTXSID7034961,DTXCID5014961,111988-49-9,Thiacloprid,"InChI=1S/C10H9ClN4S/c11-9-2-1-8(5-13-9)6-15-3-4-16-10(15)14-7-12/h1-2,5H,3-4,6H2/b14-10-",HOKKPVIRMVDYPB-UVTDQMKNSA-N
427,NS00000449,DTXSID60583566,DTXCID60534331,676228-91-4,Thiacloprid amide,"InChI=1S/C10H11ClN4OS/c11-8-2-1-7(5-13-8)6-15-3-4-17-10(15)14-9(12)16/h1-2,5H,3-4,6H2,(H2,12,16)/b14-10-",LEZHOZPJYAQQNU-UVTDQMKNSA-N
428,NS00000450,DTXSID1037563,DTXCID9017563,120868-66-8,Imidacloprid urea,"InChI=1S/C9H10ClN3O/c10-8-2-1-7(5-12-8)6-13-4-3-11-9(13)14/h1-2,5H,3-4,6H2,(H,11,14)",ADWTYURAFSWNSU-UHFFFAOYSA-N
429,NS00000451,DTXSID8024315,DTXCID304315,88671-89-0,Myclobutanil,"InChI=1S/C15H17ClN4/c1-2-3-8-15(9-17,10-20-12-18-11-19-20)13-4-6-14(16)7-5-13/h4-7,11-12H,2-3,8,10H2,1H3",HZJKXKUJVSEEFU-UHFFFAOYSA-N
430,NS00000452,DTXSID9058157,DTXCID5031925,67306-00-7,Fenpropidin,"InChI=1/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3",MGNFYQILYYYUBS-UHFFFAOYSA-N
431,NS00000453,DTXSID0034300,DTXCID7032422,135410-20-7,Acetamiprid,"InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3/b14-8+",WCXDHFDTOYPNIE-RIYZIHGNSA-N
432,NS00000454,DTXSID4026214,DTXCID906214,101-20-2,Triclocarban,"InChI=1S/C13H9Cl3N2O/c14-8-1-3-9(4-2-8)17-13(19)18-10-5-6-11(15)12(16)7-10/h1-7H,(H2,17,18,19)",ICUTUKXCWQYESQ-UHFFFAOYSA-N
433,NS00000455,DTXSID0052839,DTXCID1031337,35045-02-4,Metribuzin-DA,"InChI=1S/C8H13N3OS/c1-8(2,3)5-6(12)9-7(13-4)11-10-5/h1-4H3,(H,9,11,12)",MIWRSUQXSCLDNV-UHFFFAOYSA-N
434,NS00000456,DTXSID40224061,DTXCID40146552,7374-53-0,"1,3,5-Triazin-2(1H)-one, 4,6-bis((1-methylethyl)amino)-","InChI=1S/C9H17N5O/c1-5(2)10-7-12-8(11-6(3)4)14-9(15)13-7/h5-6H,1-4H3,(H3,10,11,12,13,14,15)",RUOTUMSRCIMLJK-UHFFFAOYSA-N
435,NS00000457,DTXSID4024145,DTXCID804145,51235-04-2,Hexazinone,"InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3",CAWXEEYDBZRFPE-UHFFFAOYSA-N
436,NS00000458,DTXSID6037697,DTXCID4017697,60397-77-5,"N-(2,4-Dimethylphenyl)formamide","InChI=1S/C9H11NO/c1-7-3-4-9(10-6-11)8(2)5-7/h3-6H,1-2H3,(H,10,11)",JOFDPSBOUCXJCC-UHFFFAOYSA-N
437,NS00000459,DTXSID20881090,DTXCID501022400,164265-78-5,Valsartan acid,"InChI=1S/C14H10N4O2/c19-14(20)10-7-5-9(6-8-10)11-3-1-2-4-12(11)13-15-17-18-16-13/h1-8H,(H,19,20)(H,15,16,17,18)",USAWIVMZUYOXCF-UHFFFAOYSA-N
438,NS00000460,DTXSID40158150,DTXCID7080641,13351-73-0,"1H-Benzotriazole, 1-methyl-","InChI=1S/C7H7N3/c1-10-7-5-3-2-4-6(7)8-9-10/h2-5H,1H3",HXQHRUJXQJEGER-UHFFFAOYSA-N
439,NS00000461,DTXSID1048596,DTXCID1028522,201530-41-8,Deferasirox,"InChI=1S/C21H15N3O4/c25-17-7-3-1-5-15(17)19-22-20(16-6-2-4-8-18(16)26)24(23-19)14-11-9-13(10-12-14)21(27)28/h1-12,25-26H,(H,27,28)",BOFQWVMAQOTZIW-UHFFFAOYSA-N
440,NS00000462,DTXSID8048288,DTXCID3028263,175865-60-8,Valganciclovir,"InChI=1S/C14H22N6O5/c1-7(2)9(15)13(23)24-4-8(3-21)25-6-20-5-17-10-11(20)18-14(16)19-12(10)22/h5,7-9,21H,3-4,6,15H2,1-2H3,(H3,16,18,19,22)/t8?,9-/m0/s1",WPVFJKSGQUFQAP-GKAPJAKFSA-N
441,NS00000463,DTXSID7023564,DTXCID703564,123441-03-2,Rivastigmine,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N
442,NS00000464,DTXSID3046451,DTXCID1026451,154361-50-9,Capecitabine,"InChI=1S/C15H22FN3O6/c1-3-4-5-6-24-15(23)18-12-9(16)7-19(14(22)17-12)13-11(21)10(20)8(2)25-13/h7-8,10-11,13,20-21H,3-6H2,1-2H3,(H,17,18,22,23)/t8-,10-,11-,13-/m1/s1",GAGWJHPBXLXJQN-UORFTKCHSA-N
443,NS00000465,DTXSID90374722,DTXCID201030620,26725-51-9,4-Hydroxy-1H-benzotriazole,"InChI=1S/C6H5N3O/c10-5-3-1-2-4-6(5)8-9-7-4/h1-3,10H,(H,7,8,9)",JMTMSDXUXJISAY-UHFFFAOYSA-N
444,NS00000466,DTXSID8034669,DTXCID00209536,72963-72-5,Imiprothrin,"InChI=1S/C17H22N2O4/c1-6-7-18-9-13(20)19(16(18)22)10-23-15(21)14-12(8-11(2)3)17(14,4)5/h1,8,12,14H,7,9-10H2,2-5H3",VPRAQYXPZIFIOH-UHFFFAOYSA-N
445,NS00000467,DTXSID3023423,DTXCID903423,555-57-7,Pargyline,"InChI=1S/C11H13N/c1-3-9-12(2)10-11-7-5-4-6-8-11/h1,4-8H,9-10H2,2H3",DPWPWRLQFGFJFI-UHFFFAOYSA-N
446,NS00000468,DTXSID0023454,DTXCID203454,86-21-5,Pheniramine,"InChI=1S/C16H20N2/c1-18(2)13-11-15(14-8-4-3-5-9-14)16-10-6-7-12-17-16/h3-10,12,15H,11,13H2,1-2H3",IJHNSHDBIRRJRN-UHFFFAOYSA-N
447,NS00000469,DTXSID8023509,DTXCID903509,90-34-6,Primaquine,"InChI=1S/C15H21N3O/c1-11(5-3-7-16)18-14-10-13(19-2)9-12-6-4-8-17-15(12)14/h4,6,8-11,18H,3,5,7,16H2,1-2H3",INDBQLZJXZLFIT-UHFFFAOYSA-N
448,NS00000470,DTXSID9048691,DTXCID5028617,198904-31-3,Atazanavir,"InChI=1S/C38H52N6O7/c1-37(2,3)31(41-35(48)50-7)33(46)40-29(22-25-14-10-9-11-15-25)30(45)24-44(43-34(47)32(38(4,5)6)42-36(49)51-8)23-26-17-19-27(20-18-26)28-16-12-13-21-39-28/h9-21,29-32,45H,22-24H2,1-8H3,(H,40,46)(H,41,48)(H,42,49)(H,43,47)/t29-,30-,31+,32+/m0/s1",AXRYRYVKAWYZBR-GASGPIRDSA-N
449,NS00000471,DTXSID20274382,DTXCID90225861,108260-04-4,7-[2-Amino(phenyl)acetamido]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)",ZAIPMKNFIOOWCQ-UHFFFAOYSA-N
450,NS00000472,DTXSID0046779,DTXCID8026779,206361-99-1,Darunavir,"InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/t22-,23-,24+,25-,26+/m0/s1",CJBJHOAVZSMMDJ-HEXNFIEUSA-N
451,NS00000473,DTXSID50881104,DTXCID30196864,34933-06-7,Diltiazem,"InChI=1S/C22H26N2O4S/c1-15(25)28-20-21(16-9-11-17(27-4)12-10-16)29-19-8-6-5-7-18(19)24(22(20)26)14-13-23(2)3/h5-12,20-21H,13-14H2,1-4H3",HSUGRBWQSSZJOP-UHFFFAOYSA-N
452,NS00000474,DTXSID1022970,DTXCID102970,469-21-6,Doxylamine,"InChI=1S/C17H22N2O/c1-17(20-14-13-19(2)3,15-9-5-4-6-10-15)16-11-7-8-12-18-16/h4-12H,13-14H2,1-3H3",HCFDWZZGGLSKEP-UHFFFAOYSA-N
453,NS00000475,DTXSID7023063,DTXCID303063,530-78-9,Flufenamic acid,"InChI=1S/C14H10F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h1-8,18H,(H,19,20)",LPEPZBJOKDYZAD-UHFFFAOYSA-N
454,NS00000476,DTXSID5023320,DTXCID503320,59467-70-8,Midazolam,"InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3",DDLIGBOFAVUZHB-UHFFFAOYSA-N
455,NS00000477,DTXSID4023385,DTXCID303385,128-62-1,Noscapine,"InChI=1S/C22H23NO7/c1-23-8-7-11-9-14-20(29-10-28-14)21(27-4)15(11)17(23)18-12-5-6-13(25-2)19(26-3)16(12)22(24)30-18/h5-6,9,17-18H,7-8,10H2,1-4H3/t17-,18+/m1/s1",AKNNEGZIBPJZJG-MSOLQXFVSA-N
456,NS00000478,DTXSID6023440,DTXCID303440,82834-16-0,Perindopril,"InChI=1S/C19H32N2O5/c1-4-8-14(19(25)26-5-2)20-12(3)17(22)21-15-10-7-6-9-13(15)11-16(21)18(23)24/h12-16,20H,4-11H2,1-3H3,(H,23,24)/t12-,13-,14-,15-,16-/m0/s1",IPVQLZZIHOAWMC-QXKUPLGCSA-N
457,NS00000479,DTXSID8046957,DTXCID6026957,526-36-3,Xylometazoline,"InChI=1S/C16H24N2/c1-11-8-13(16(3,4)5)9-12(2)14(11)10-15-17-6-7-18-15/h8-9H,6-7,10H2,1-5H3,(H,17,18)",HUCJFAOMUPXHDK-UHFFFAOYSA-N
458,NS00000480,DTXSID5058195,DTXCID1031963,83130-01-2,Alanycarb,"InChI=1S/C17H25N3O4S2/c1-5-23-16(21)11-12-20(13-15-9-7-6-8-10-15)26-19(3)17(22)24-18-14(2)25-4/h6-10H,5,11-13H2,1-4H3/b18-14-",GMAUQNJOSOMMHI-JXAWBTAJSA-N
459,NS00000481,DTXSID1023869,DTXCID303869,834-12-8,Ametryn,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",RQVYBGPQFYCBGX-UHFFFAOYSA-N
460,NS00000482,DTXSID3041619,DTXCID1021619,71626-11-4,Benalaxyl,"InChI=1S/C20H23NO3/c1-14-9-8-10-15(2)19(14)21(16(3)20(23)24-4)18(22)13-17-11-6-5-7-12-17/h5-12,16H,13H2,1-4H3",CJPQIRJHIZUAQP-UHFFFAOYSA-N
461,NS00000483,DTXSID1041681,DTXCID50809989,13181-17-4,Bromofenoxim,"InChI=1S/C13H7Br2N3O6/c14-9-3-7(4-10(15)13(9)19)6-16-24-12-2-1-8(17(20)21)5-11(12)18(22)23/h1-6,19H",XTFNPKDYCLFGPV-UHFFFAOYSA-N
462,NS00000484,DTXSID9020247,DTXCID10247,63-25-2,Carbaryl,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)",CVXBEEMKQHEXEN-UHFFFAOYSA-N
463,NS00000485,DTXSID7034250,DTXCID5014250,470-90-6,Chlorfenvinphos,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3",FSAVDKDHPDSCTO-UHFFFAOYSA-N
464,NS00000486,DTXSID8022167,DTXCID002167,1891-95-8,Chloroxynil,"InChI=1S/C7H3Cl2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H",YRSSHOVRSMQULE-UHFFFAOYSA-N
465,NS00000487,DTXSID5020449,DTXCID90449,62-73-7,Dichlorvos,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",OEBRKCOSUFCWJD-UHFFFAOYSA-N
466,NS00000488,DTXSID8034588,DTXCID6014588,131807-57-3,Famoxadone,"InChI=1/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3",PCCSBWNGDMYFCW-UHFFFAOYSA-N
467,NS00000489,DTXSID0034930,DTXCID8014930,98886-44-3,Fosthiazate,"InChI=1S/C9H18NO3PS2/c1-4-8(3)16-14(12,13-5-2)10-6-7-15-9(10)11/h8H,4-7H2,1-3H3",DUFVKSUJRWYZQP-UHFFFAOYSA-N
468,NS00000490,DTXSID1032488,DTXCID9012488,117718-60-2,Thiazopyr,"InChI=1S/C16H17F5N2O2S/c1-7(2)6-8-9(15(24)25-3)11(13(17)18)23-12(16(19,20)21)10(8)14-22-4-5-26-14/h7,13H,4-6H2,1-3H3",YIJZJEYQBAAWRJ-UHFFFAOYSA-N
469,NS00000491,DTXSID6060896,DTXCID6043753,632-58-6,Tetrachlorophthalic acid,"InChI=1S/C8H2Cl4O4/c9-3-1(7(13)14)2(8(15)16)4(10)6(12)5(3)11/h(H,13,14)(H,15,16)",WZHHYIOUKQNLQM-UHFFFAOYSA-N
470,NS00000492,DTXSID2034590,DTXCID0014590,161326-34-7,(S)-1-Anilino-4-methyl-2-methylthio-4-phenylimidazolin-5-one,"InChI=1S/C17H17N3OS/c1-17(13-9-5-3-6-10-13)15(21)20(16(18-17)22-2)19-14-11-7-4-8-12-14/h3-12,19H,1-2H3/t17-/m0/s1",LMVPQMGRYSRMIW-KRWDZBQOSA-N
471,NS00000493,DTXSID90436011,DTXCID60386837,115970-17-7,Desnitro-imidacloprid,"InChI=1S/C9H11ClN4/c10-8-2-1-7(5-13-8)6-14-4-3-12-9(14)11/h1-2,5H,3-4,6H2,(H2,11,12)",UEQZFAGVRGWPDK-UHFFFAOYSA-N
472,NS00000494,DTXSID3024154,DTXCID704154,36734-19-7,"3-(3,5-Dichlorophenyl)-N-(1-methylethyl)-2,4-dioxo-1-imidazolidinecarboxamide","InChI=1S/C13H13Cl2N3O3/c1-7(2)16-12(20)17-6-11(19)18(13(17)21)10-4-8(14)3-9(15)5-10/h3-5,7H,6H2,1-2H3,(H,16,20)",ONUFESLQCSAYKA-UHFFFAOYSA-N
473,NS00000495,DTXSID4058075,DTXCID0031843,374726-62-2,Mandipropamid,"InChI=1/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",KWLVWJPJKJMCSH-UHFFFAOYSA-N
474,NS00000496,DTXSID4042121,DTXCID2022121,110235-47-7,Mepanipyrim,"InChI=1S/C14H13N3/c1-3-7-13-10-11(2)15-14(17-13)16-12-8-5-4-6-9-12/h4-6,8-10H,1-2H3,(H,15,16,17)",CIFWZNRJIBNXRE-UHFFFAOYSA-N
475,NS00000497,DTXSID9058020,DTXCID8031788,220899-03-6,Metrafenone,"InChI=1S/C19H21BrO5/c1-10-9-14(23-4)18(24-5)19(25-6)15(10)17(21)16-11(2)12(20)7-8-13(16)22-3/h7-9H,1-6H3",AMSPWOYQQAWRRM-UHFFFAOYSA-N
476,NS00000498,DTXSID5022697,DTXCID902697,55837-25-7,Buflomedil,"InChI=1S/C17H25NO4/c1-20-13-11-15(21-2)17(16(12-13)22-3)14(19)7-6-10-18-8-4-5-9-18/h11-12H,4-10H2,1-3H3",OWYLAEYXIQKAOL-UHFFFAOYSA-N
477,NS00000499,DTXSID3022748,DTXCID002748,53994-73-3,Cefaclor,"InChI=1S/C15H14ClN3O4S/c16-8-6-24-14-10(13(21)19(14)11(8)15(22)23)18-12(20)9(17)7-4-2-1-3-5-7/h1-5,9-10,14H,6,17H2,(H,18,20)(H,22,23)/t9-,10-,14-/m1/s1",QYIYFLOTGYLRGG-GPCCPHFNSA-N
478,NS00000500,DTXSID7020265,DTXCID90265,56-75-7,Chloramphenicol,"InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1",WIIZWVCIJKGZOK-RKDXNWHRSA-N
479,NS00000501,DTXSID3023342,DTXCID40209297,42200-33-9,Nadolol,"InChI=1/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3",VWPOSFSPZNDTMJ-UHFFFAOYSA-N
480,NS00000502,DTXSID8022292,DTXCID102292,52645-53-1,Permethrin,"InChI=1/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3",RLLPVAHGXHCWKJ-UHFFFAOYSA-N
481,NS00000503,DTXSID3023479,DTXCID803479,51940-44-4,Pipemidic acid,"InChI=1S/C14H17N5O3/c1-2-18-8-10(13(21)22)11(20)9-7-16-14(17-12(9)18)19-5-3-15-4-6-19/h7-8,15H,2-6H2,1H3,(H,21,22)",JOHZPMXAZQZXHR-UHFFFAOYSA-N
482,NS00000504,DTXSID5044491,DTXCID3024491,7491-74-9,2-Oxo-1-Pyrrolidineacetamide,"InChI=1S/C6H10N2O2/c7-5(9)4-8-3-1-2-6(8)10/h1-4H2,(H2,7,9)",GMZVRMREEHBGGF-UHFFFAOYSA-N
483,NS00000505,DTXSID6045402,DTXCID001477599,8025-81-8,Spiramycin,"InChI=1S/C44H76N2O14/c1-25-22-30(20-21-47)40(60-43-38(49)37(46(9)10)39(28(4)57-43)59-36-24-44(6,51)42(50)29(5)56-36)41(53-12)33(52-11)23-34(48)54-26(2)16-14-13-15-17-32(25)58-35-19-18-31(45(7)8)27(3)55-35/h13-15,17,21,25-33,35-43,49-51H,16,18-20,22-24H2,1-12H3/b14-13+,17-15+/t25-,26-,27-,28-,29+,30+,31+,32+,33-,35+,36+,37-,38-,39-,40+,41+,42+,43+,44-/m1/s1",NZQPTOYPWKJKCL-SHBXDSBDSA-N
484,NS00000506,DTXSID5022984,DTXCID002984,74011-58-8,Enoxacin,"InChI=1S/C15H17FN4O3/c1-2-19-8-10(15(22)23)12(21)9-7-11(16)14(18-13(9)19)20-5-3-17-4-6-20/h7-8,17H,2-6H2,1H3,(H,22,23)",IDYZIJYBMGIQMJ-UHFFFAOYSA-N
485,NS00000507,DTXSID0023242,DTXCID703242,569-65-3,Meclizine,"InChI=1/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3",OCJYIGYOJCODJL-UHFFFAOYSA-N
486,NS00000508,DTXSID4020379,DTXCID40379,53-43-0,Dehydroepiandrosterone,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3/t13-,14-,15-,16-,18-,19-/m0/s1",FMGSKLZLMKYGDP-USOAJAOKSA-N
487,NS00000509,DTXSID0024555,DTXCID904555,495-48-7,Azoxybenzene,InChI=1S/C12H10N2O/c15-14(12-9-5-2-6-10-12)13-11-7-3-1-4-8-11/h1-10H,GAUZCKBSTZFWCT-UHFFFAOYSA-N
488,NS00000510,DTXSID8041797,DTXCID6021797,81-82-3,Coumachlor,"InChI=1S/C19H15ClO4/c1-11(21)10-15(12-6-8-13(20)9-7-12)17-18(22)14-4-2-3-5-16(14)24-19(17)23/h2-9,15,22H,10H2,1H3",DEKWZWCFHUABHE-UHFFFAOYSA-N
489,NS00000511,DTXSID3041798,DTXCID1021798,117-52-2,Coumafuryl,"InChI=1S/C17H14O5/c1-10(18)9-12(13-7-4-8-21-13)15-16(19)11-5-2-3-6-14(11)22-17(15)20/h2-8,12,19H,9H2,1H3",JFIXKFSJCQNGEK-UHFFFAOYSA-N
490,NS00000512,DTXSID3034612,DTXCID1014612,69806-50-4,Fluazifop-butyl,"InChI=1/C19H20F3NO4/c1-3-4-11-25-18(24)13(2)26-15-6-8-16(9-7-15)27-17-10-5-14(12-23-17)19(20,21)22/h5-10,12-13H,3-4,11H2,1-2H3",VAIZTNZGPYBOGF-UHFFFAOYSA-N
491,NS00000513,DTXSID6032437,DTXCID4012437,132-66-1,Naptalam,"InChI=1S/C18H13NO3/c20-17(14-9-3-4-10-15(14)18(21)22)19-16-11-5-7-12-6-1-2-8-13(12)16/h1-11H,(H,19,20)(H,21,22)",JXTHEWSKYLZVJC-UHFFFAOYSA-N
492,NS00000514,DTXSID7020970,DTXCID30970,1836-75-5,Nitrofen,InChI=1S/C12H7Cl2NO3/c13-8-1-6-12(11(14)7-8)18-10-4-2-9(3-5-10)15(16)17/h1-7H,XITQUSLLOSKDTB-UHFFFAOYSA-N
